LGBM_Accuracy,LGBM_Precision,LGBM_Recall,LGBM_F1,LGBM_AUC_ROC,LR_Accuracy,LR_Precision,LR_Recall,LR_F1,LR_AUC_ROC
0.788,0.8343,0.8494,0.8418,0.8613,0.812,0.9048,0.8012,0.8498,0.8675
