LGBM_MAE,LGBM_RMSE,LGBM_R2,LGBM_MAPE_%,XGB_MAE,XGB_RMSE,XGB_R2,XGB_MAPE_%,Ridge_MAE,Ridge_RMSE,Ridge_R2,Ridge_MAPE_%
0.2916,0.3682,0.6843,41.66,0.2789,0.3521,0.7113,43.13,0.2658,0.3288,0.7483,42.03
