delay_departure_days,delay_port_days,delay_customs_days,delay_final_days
1.0,0.29422255134907027,0.20215186302880456,0.29589847248433715
0.29422255134907027,1.0,0.5113869466667614,0.5977607328840661
0.20215186302880456,0.5113869466667614,1.0,0.8485444254912229
0.29589847248433715,0.5977607328840661,0.8485444254912229,1.0
